Inkname                  ,C,M,Y,K,R,G,B,InGamut,DeltaE,Lin,ain,bin,Lout,aout,bout
393,2,1,76,0,0,0,0,1,0.056,95.24,-6.67,56.19,95.32,-6.69,56.11
394,6,1,92,0,0,0,0,1,0.115,93.11,-8.21,78.7,92.93,-8.24,78.84
395,9,2,95,0,0,0,0,1,0.253,92.43,-8.98,81.24,92.48,-8.61,81.75
396,1,1,100,0,0,0,0,0,0.682,93.24,-7.38,91.91,94.2,-7.04,90.22
397,6,0,100,27,0,0,0,0,0.496,82.57,-8.87,79.79,83.27,-8.7,79.21
398,22,16,100,33,0,0,0,0,1.442,72.04,-7,69.59,73.89,-7.31,68.25
399,0,7,100,59,0,0,0,0,1.81,65.97,-4.7,63.15,68.09,-4.5,60.82
400,38,28,34,0,0,0,0,1,0.631,81.11,-0.18,4.54,80.79,0.23,4.54
401,51,42,47,0,0,0,0,1,0.855,72.73,0.14,4.83,72.56,0.63,4.31
402,62,54,56,0,0,0,0,1,0.214,65.25,0.57,4.74,65,0.61,4.75
403,70,63,60,0,0,0,0,1,0.11,59.26,1.71,2.39,59.2,1.65,2.34
404,81,77,75,0,0,0,0,1,0.99,48.4,2.45,3.08,48.41,2.82,2.2
405,86,83,79,0,0,0,0,1,0.585,43.41,1.34,1.31,43.6,1.59,1.8
406,38,31,32,0,0,0,0,1,0.741,80.55,1.1,3.35,80.64,0.59,3.19
407,50,45,44,0,0,0,0,1,0.312,72.26,2.47,3.37,72.44,2.37,3.07
408,65,60,57,0,0,0,0,1,0.405,62.04,2.76,3.27,62.11,3.03,3.58
409,74,71,64,0,0,0,0,1,0.528,54.18,5.14,1.42,54.25,5.55,1.75
410,80,80,73,7,0,0,0,1,0.503,45.75,5.95,1.03,45.89,6.41,1.01
411,89,88,83,0,0,0,0,1,0.303,38.44,3.84,0.93,38.59,3.77,1.22
412,97,100,94,29,0,0,0,1,0.361,23.47,5.64,-0.13,23.91,5.49,-0.17
413,43,27,38,1,0,0,0,1,0.684,79.09,-3.72,4.52,78.8,-3.18,4.48
414,56,41,51,0,0,0,0,1,0.431,71.89,-3.19,5.2,72.1,-2.9,5.36
415,70,55,60,0,0,0,0,1,0.218,62.18,-4.61,4.26,62.23,-4.67,4.52
416,76,66,66,1,0,0,0,1,0.534,54.51,-2.83,1.81,54.76,-2.97,2.32
417,86,80,78,0,0,0,0,1,0.629,44.38,-0.8,1.12,44.75,-1.05,1.56
418,92,86,87,0,0,0,0,1,0.686,37.63,-2.43,2.9,37.58,-2.8,2.39
419,85,35,28,100,0,0,0,1,0.191,14.36,-3.01,-1.81,14.6,-3.07,-1.9
420,35,23,21,0,0,0,0,1,0.309,84.39,-0.72,-1.71,84.06,-0.56,-1.71
421,51,38,36,0,0,0,0,1,0.425,74.47,-1.64,-0.79,74.61,-1.58,-0.36
422,61,46,42,0,0,0,0,1,0.094,69.01,-2.31,-2.74,68.95,-2.28,-2.82
423,72,59,55,0,0,0,0,1,0.26,59.84,-2.59,-1.82,60.1,-2.66,-1.93
424,83,74,67,0,0,0,0,1,0.544,48.87,-1.45,-3.97,49.1,-1.66,-3.52
425,92,85,77,0,0,0,0,1,0.266,38.48,-1.43,-6.13,38.4,-1.5,-6.45
426,100,77,52,93,0,0,0,1,0.127,17.69,-1.56,-3.98,17.78,-1.65,-3.96
427,25,15,11,0,0,0,0,1,0.402,89.29,-1.61,-3.82,89.48,-1.45,-3.43
428,37,22,20,0,0,0,0,1,0.111,84.2,-2.63,-2.73,84.16,-2.57,-2.8
429,58,38,36,0,0,0,0,1,0.209,72.66,-4.47,-3.59,72.76,-4.49,-3.37
430,79,63,54,0,0,0,0,1,0.126,55.96,-4.52,-7.29,55.99,-4.43,-7.34
431,89,79,65,0,0,0,0,1,0.675,43.19,-2.19,-10.03,43.15,-2.76,-10.06
432,100,92,79,12,0,0,0,1,0.387,27.54,-4.41,-11.84,27.85,-4.13,-11.92
433,100,62,23,93,0,0,0,1,0.633,17.17,-3.52,-7.98,17.99,-3.26,-8.02
434,23,25,19,4,0,0,0,1,0.443,85.02,3.7,0.6,84.81,4.05,0.67
435,40,39,30,0,0,0,0,1,0.28,76.94,4.37,-0.72,76.77,4.49,-0.48
436,54,54,42,0,0,0,0,1,0.16,67.54,6.39,-0.8,67.62,6.48,-0.67
437,81,83,67,0,0,0,0,1,0.333,45.26,10.54,-4.61,45.08,10.34,-4.26
438,92,92,86,0,0,0,0,1,0.495,34.12,5.1,-0.07,33.98,5.46,-0.39
439,97,100,96,0,0,0,0,1,0.289,25.65,7.59,-1.01,26.02,7.61,-1.14
440,100,100,96,46,0,0,0,1,0.468,21.74,1.76,-1.65,22.06,2.02,-1.45
441,40,19,24,0,0,0,0,1,0.246,83.69,-5.6,-1.26,83.81,-5.46,-1.05
442,61,35,41,0,0,0,0,1,0.333,72.68,-7.43,-1.62,72.5,-7.22,-1.35
443,71,45,49,0,0,0,0,1,0.152,66.04,-8.52,-3.54,66.18,-8.63,-3.6
444,82,67,62,0,0,0,0,1,0.587,52.41,-6.71,-5.14,52.27,-7.01,-4.62
445,93,85,78,0,0,0,0,1,0.173,38.44,-3.97,-6.25,38.51,-3.85,-6.13
446,97,89,89,0,0,0,0,1,0.083,32.8,-9.09,-2.08,32.76,-9.13,-2
447,100,94,97,9,0,0,0,1,0.454,26.64,-6.42,1.69,27,-6.09,1.79
448,91,89,100,23,0,0,0,1,0.27,32.08,-0.68,12.78,32.42,-0.65,12.81
449,87,85,100,29,0,0,0,1,0.29,34.61,-1.02,16.95,34.89,-1.03,16.64
450,85,85,100,30,0,0,0,1,0.598,35.11,1.7,18.22,35.35,2.11,17.79
451,64,56,81,0,0,0,0,1,0.304,63.76,-2.78,26.38,63.79,-2.46,26.61
452,47,41,67,0,0,0,0,1,0.605,73.3,-1.12,22.51,73.21,-0.57,22.98
453,39,32,56,0,0,0,0,1,0.245,79.16,-2.18,18.6,79.43,-2.33,18.61
454,30,23,45,0,0,0,0,1,0.374,84.04,-2.22,14.77,84.07,-2.31,14.21
455,57,61,100,70,0,0,0,1,0.157,41.4,1.19,28.07,41.54,1.11,27.9
456,60,58,100,0,0,0,0,1,0.444,61.97,-1.07,48.6,62.46,-0.89,48.82
457,44,49,100,9,0,0,0,1,0.282,67.96,1.59,59.14,68.29,1.7,58.87
458,19,25,85,0,0,0,0,1,0.173,84.99,-1.53,56.21,84.84,-1.67,56.64
459,16,21,77,0,0,0,0,1,0.132,87.59,-2.24,49.29,87.77,-2.32,49.42
460,7,14,68,0,0,0,0,1,0.321,91.58,-1.68,44.81,91.17,-1.61,45.39
461,1,4,58,0,0,0,0,1,0.353,95.51,-3.6,37.01,95.33,-3.15,37.12
462,87,90,100,10,0,0,0,1,0.42,35.52,6.36,17.29,35.99,6.48,17.19
463,76,86,100,13,0,0,0,1,0.361,41.56,12.52,25.91,41.86,12.62,25.54
464,69,84,100,4,0,0,0,1,0.364,47.38,17.56,32.43,47.72,17.7,32.3
465,45,60,81,0,0,0,0,1,0.203,67.68,9.65,34.21,67.7,9.38,33.87
466,33,50,72,0,0,0,0,1,0.223,74.6,9.14,31.9,74.49,9.43,32.08
467,20,35,61,0,0,0,0,1,0.212,82.95,5.96,29.52,82.69,6.06,29.77
468,10,25,50,0,0,0,0,1,0.12,88.36,4.38,24.47,88.33,4.45,24.29
469,62,85,100,65,0,0,0,1,0.224,34.55,17.06,21.21,34.81,17.1,21.16
470,56,84,99,0,0,0,0,1,0.179,52.24,26.46,39.05,52.31,26.16,39.01
471,32,83,100,12,0,0,0,1,0.377,55.65,35.68,45.64,56.04,35.44,45.49
472,0,60,71,2,0,0,0,1,0.381,76.56,27.8,37.94,76.65,28.17,37.54
473,0,41,54,0,0,0,0,1,0.202,85.13,16.84,28.27,84.97,16.83,27.93
474,0,38,47,0,0,0,0,1,0.326,86.99,14.72,23.34,87.14,14.29,22.84
475,0,28,38,0,0,0,0,1,0.184,89.99,10.58,19.75,89.79,10.73,19.95
476,91,99,99,23,0,0,0,1,0.611,26.75,11.55,8.45,26.93,11.53,7.67
477,87,97,100,9,0,0,0,1,0.253,31.51,17.7,13.19,31.59,17.74,12.86
478,83,95,100,5,0,0,0,1,0.361,34.67,20.36,16.92,35.01,20.71,16.88
479,52,72,72,5,0,0,0,1,0.332,59.51,18.09,17.47,59.5,18.06,16.96
480,33,49,54,0,0,0,0,1,0.027,75.03,10.09,16.68,75.06,10.1,16.71
481,21,38,41,0,0,0,0,1,0.439,81.98,8.63,12.63,82.18,8.41,13.01
482,16,29,34,0,0,0,0,1,0.114,86.26,6.83,12.1,86.24,6.76,12.19
483,78,98,100,30,0,0,0,1,0.372,31.5,25.56,17.19,31.94,25.54,16.99
484,48,98,100,20,0,0,0,1,0.144,42.12,45.62,33.22,42.2,45.58,32.97
485,0,100,99,3,0,0,0,0,0.62,53.79,71.76,52.62,54.42,71.24,52.38
486,0,69,58,0,0,0,0,1,0.1,74.01,36.57,25.61,73.94,36.68,25.79
487,0,58,49,0,0,0,0,1,0.123,79.39,27.91,21.15,79.4,28.08,21.08
488,0,44,40,0,0,0,0,1,0.313,84.59,19.78,18.45,84.58,19.46,18.67
489,1,38,34,0,0,0,0,1,0.364,86.64,15.68,15.1,86.27,16.09,15.29
490,71,100,88,65,0,0,0,1,0.322,27.32,25.19,8.2,27.73,25.1,8.28
491,77,100,95,0,0,0,0,1,0.145,35.53,35.53,15.33,35.65,35.31,15.36
492,69,99,92,0,0,0,0,1,0.041,38.85,41.17,18.89,38.84,41.26,18.96
493,16,72,36,0,0,0,0,1,0.212,69.5,38.17,7.48,69.41,37.7,7.58
494,2,58,21,0,0,0,0,1,0.104,79.56,29.48,4.9,79.63,29.28,4.9
495,0,42,10,0,0,0,0,1,0.161,85.82,21.21,1.04,86.03,21.12,1.15
496,0,36,10,0,0,0,0,1,0.235,88.32,17.09,1.39,88.16,17.24,1.67
497,91,100,97,7,0,0,0,1,0.318,27.72,17.39,5.97,28.13,17.32,6.07
498,84,96,96,0,0,0,0,1,0.037,34.95,21.93,12.2,34.93,21.94,12.16
499,81,95,90,1,0,0,0,1,0.105,36.97,24.25,11.21,36.92,24.15,11.3
500,36,72,45,0,0,0,0,1,0.491,65.01,29.42,5.38,64.9,29.96,4.78
501,17,52,30,0,0,0,0,1,0.095,78.53,20.72,6.73,78.48,20.59,6.77
502,5,42,18,0,0,0,0,1,0.311,84.79,18.42,3.84,84.95,17.97,3.7
503,3,34,16,0,0,0,0,1,0.37,87.96,14.54,4.19,88.17,14.11,3.96
504,74,100,78,67,0,0,0,1,0.276,26.71,24.44,2.37,27.02,24.29,2.16
505,82,100,83,1,0,0,0,1,0.529,32.54,32.21,1.85,33.14,32.41,2.19
506,72,100,72,4,0,0,0,1,0.354,36.84,42.04,0.47,36.75,41.71,-0.13
507,18,65,22,0,0,0,0,1,0.276,73.2,30.78,-0.25,73.37,30.23,-0.34
508,3,52,10,1,0,0,0,1,0.327,81.41,25.85,-0.85,81.62,25.26,-0.91
509,1,46,9,0,0,0,0,1,0.254,84.45,23.04,-0.49,84.26,23.45,-0.45
510,0,40,5,0,0,0,0,1,0.372,86.7,20.61,-1.71,87.05,20.34,-2.09
511,83,100,58,32,0,0,0,1,0.271,29.02,30.05,-12.21,29.36,29.92,-12.26
512,77,100,24,5,0,0,0,1,0.272,35.18,45.11,-23.83,35.5,45.07,-23.98
513,71,98,11,2,0,0,0,1,0.508,39.39,48.36,-25.81,39.93,48.51,-25.49
514,35,72,5,1,0,0,0,1,0.392,65.9,34.28,-14.34,66.29,33.7,-14.17
515,18,56,3,0,0,0,0,1,0.132,77.31,25.56,-9.07,77.42,25.36,-9.13
516,11,43,1,0,0,0,0,1,0.2,84.16,19.02,-6.54,84.42,19.06,-6.37
517,5,37,1,0,0,0,0,1,0.186,87.56,16.21,-4.78,87.43,16.45,-4.81
518,93,100,76,5,0,0,0,1,0.397,27.16,19.97,-11.28,27.48,19.68,-11.63
519,91,99,60,0,0,0,0,1,0.192,29.64,25.86,-19.57,29.58,26.14,-19.45
520,86,99,39,0,0,0,0,1,0.314,32.46,33.62,-25.57,32.12,33.98,-25.58
521,58,69,7,0,0,0,0,1,0.263,61.49,22.39,-21.99,61.37,22.18,-22.25
522,44,56,2,0,0,0,0,1,0.393,71.48,16.5,-17.56,71.42,16.06,-17.77
523,32,44,1,0,0,0,0,1,0.139,78.72,13.99,-12.8,78.83,14.15,-12.9
524,20,33,0,0,0,0,0,1,0.359,85.4,10.74,-8.87,85.48,10.33,-8.81
525,89,100,46,15,0,0,0,1,0.364,28.31,28.97,-23.54,28.76,28.76,-23.27
526,87,97,13,0,0,0,0,1,0.441,33.84,35.44,-35.46,34.35,35.39,-35.12
527,89,98,14,0,0,0,0,1,0.195,32.19,34.79,-36.88,32.4,34.53,-36.67
528,60,74,6,0,0,0,0,1,0.206,58.46,26.89,-22.99,58.38,27.3,-23.18
529,44,60,4,0,0,0,0,1,0.313,69.27,19.79,-17.68,69.34,19.41,-17.87
530,33,44,1,0,0,0,0,1,0.308,78.65,13.28,-13.13,78.68,13.64,-13.06
531,19,35,1,0,0,0,0,1,0.15,85.38,12.21,-8.06,85.3,12.1,-8.18
532,100,62,0,93,0,0,0,0,2.415,14.22,-2.02,-10.64,17.22,-0.9,-10.56
533,100,65,1,85,0,0,0,0,0.48,21.93,-3.59,-21.19,22.57,-3.52,-20.91
534,100,70,0,72,0,0,0,0,0.348,26.66,-4.16,-30.26,27.09,-4.12,-29.94
535,65,40,11,0,0,0,0,1,0.215,70.08,-3.35,-21.28,70.05,-3.61,-21.55
536,56,32,9,0,0,0,0,1,0.302,75.52,-3.07,-18.24,75.77,-3.08,-17.84
537,41,21,4,0,0,0,0,1,0.24,84.09,-2.64,-13.52,84.17,-2.85,-13.62
538,36,17,4,0,0,0,0,1,0.385,86.55,-2.71,-10.97,87.12,-2.79,-10.92
539,100,42,0,90,0,0,0,0,2.551,18.76,-8.51,-18.68,21.28,-8.43,-15.45
540,100,60,0,81,0,0,0,0,1.761,23.76,-8.12,-26.9,25.8,-7.52,-24.89
541,100,69,0,59,0,0,0,0,1.81,29.07,-7.23,-36.88,31.36,-6.59,-35.83
542,72,25,0,0,0,0,0,1,0.173,71.47,-12.57,-30.01,71.43,-12.26,-29.7
543,55,16,0,0,0,0,0,0,0.362,81.19,-8.89,-21.09,80.98,-9.06,-20.59
544,40,7,0,0,0,0,0,1,0.27,87.71,-7.06,-14.42,87.46,-7.18,-14.15
545,35,6,0,0,0,0,0,1,0.208,89.52,-6.15,-12.31,89.23,-6.22,-12.23
546,100,0,10,96,0,0,0,1,0.916,17,-11.81,-9.65,16.47,-10.82,-9.03
547,100,0,5,90,0,0,0,0,1.5,21.21,-17.95,-15.48,23.17,-17.02,-15.08
548,100,8,9,87,0,0,0,0,1.807,24.29,-20.26,-18.21,26.68,-19.46,-17.81
549,78,30,25,1,0,0,0,1,0.252,66.66,-18.19,-20.13,66.76,-18.6,-20.12
550,66,21,16,0,0,0,0,1,0.226,75.29,-14.19,-17.21,75.57,-14.34,-17.23
551,52,11,11,0,0,0,0,1,0.161,81.93,-11.17,-13.72,82.02,-11.25,-13.54
552,41,5,6,0,0,0,0,1,0.301,87.15,-8.97,-11.82,87.01,-8.84,-12.19
553,100,87,98,0,0,0,0,1,0.163,31.76,-19.86,5.17,31.56,-19.83,5.08
554,97,78,94,2,0,0,0,1,0.533,37.24,-25.38,7.49,37.54,-25.57,8.24
555,94,64,85,0,0,0,0,1,0.351,45.99,-28.09,6.99,46.35,-27.92,7.03
556,75,32,61,0,0,0,0,1,0.269,66.56,-20.81,5.11,66.43,-21.22,5.04
557,68,23,53,0,0,0,0,1,0.233,72.81,-18.95,4.37,73.09,-18.89,4.24
558,58,18,44,0,0,0,0,1,0.364,78.13,-15.22,3.85,78.26,-15.57,4.24
559,47,6,35,0,0,0,0,0,0.236,83.75,-13.65,4.07,83.76,-13.36,4.13
560,100,53,71,84,0,0,0,1,0.295,25.17,-19.03,-3.07,25.55,-18.99,-2.97
561,100,79,84,0,0,0,0,1,0.486,36.09,-26.58,-4.74,36.61,-26.99,-4.65
562,98,62,75,0,0,0,0,1,0.572,44.29,-35.76,-6.65,44.24,-34.72,-7.13
563,72,3,42,0,0,0,0,1,0.362,74.96,-29.15,-4.19,74.62,-28.75,-4.43
564,66,2,39,0,0,0,0,1,0.456,77.9,-25.2,-2.36,77.89,-24.86,-1.75
565,54,1,31,0,0,0,0,1,0.117,83.14,-18.61,-1.1,83.3,-18.68,-1.11
566,42,0,25,0,0,0,0,0,0.149,87.78,-13.64,-0.04,87.67,-13.76,0.08
567,100,39,69,85,0,0,0,1,0.105,25.75,-21.19,-2.82,25.88,-21.12,-2.83
568,98,61,80,4,0,0,0,1,0.531,43.44,-36.56,-3.01,43.89,-36.81,-2.53
569,99,40,74,0,0,0,0,1,0.11,49.49,-48.36,-5.67,49.53,-48.35,-5.84
570,71,1,42,0,0,0,0,1,0.112,75.55,-28.35,-3.11,75.61,-28.44,-3.25
571,58,2,35,0,0,0,0,1,0.279,81.66,-20.32,-0.22,81.74,-19.86,-0.23
572,54,1,30,0,0,0,0,0,0.049,83.36,-17.97,-1.67,83.42,-17.97,-1.64
573,45,1,24,0,0,0,0,0,0.195,86.79,-14.44,-1.33,86.59,-14.56,-1.49
574,91,82,99,0,0,0,0,1,0.251,39.69,-10.18,18.03,39.79,-10.2,18.44
575,83,56,96,0,0,0,0,1,0.195,54.33,-21.66,31.12,54.17,-21.88,31.34
576,77,36,90,0,0,0,0,1,0.295,63.49,-25.47,33.81,63.32,-24.92,33.36
577,50,9,70,0,0,0,0,1,0.141,80.27,-18.04,29.16,80.27,-18.17,28.98
578,41,2,61,0,0,0,0,1,0.124,85.58,-16.15,26.32,85.39,-16.13,26.3
579,39,2,58,0,0,0,0,1,0.169,86.28,-14.95,24.48,86.42,-15.18,24.57
580,35,1,53,0,0,0,0,1,0.315,88.23,-13.91,21.64,88.28,-13.42,21.36
581,48,37,100,78,0,0,0,1,0.104,42.76,-5.25,33.07,42.81,-5.3,32.87
582,18,0,100,68,0,0,0,0,0.593,60.08,-10.03,53.89,60.73,-9.83,53.31
583,45,16,100,0,0,0,0,0,0.349,78.62,-15.98,69.53,79.08,-15.88,69.9
584,28,2,84,0,0,0,0,1,0.229,88.49,-13.94,57.72,88.24,-14.04,57.27
585,17,1,78,0,0,0,0,1,0.163,91.87,-10.63,53.02,91.61,-10.59,52.95
586,10,1,72,0,0,0,0,1,0.31,93.43,-8.89,49.43,93.49,-8.51,49.84
587,8,0,64,0,0,0,0,1,0.154,94.25,-8.02,42.62,94.35,-7.82,42.66
600,1,0,58,0,0,0,0,0,0.335,96.71,-5.03,39.79,96.35,-5.25,39.3
601,0,0,65,0,0,0,0,1,0.055,96.65,-5.19,46.89,96.58,-5.19,46.78
602,0,0,73,0,0,0,0,1,0.195,96.05,-6,54.53,95.95,-6.26,54.34
603,1,2,87,0,0,0,0,1,0.114,94.58,-6.22,70.99,94.53,-6.17,70.53
604,3,3,92,0,0,0,0,1,0.263,93.65,-6.58,78.48,93.25,-6.58,78.06
605,0,3,100,15,0,0,0,0,0.908,87.28,-5,86.12,88.45,-5.72,84.77
606,0,11,100,21,0,0,0,0,0.342,83.6,-2.07,81.64,83.98,-2.32,80.81
607,1,0,57,0,0,0,0,1,0.051,96.64,-4.98,37.56,96.57,-4.94,37.59
608,2,3,65,0,0,0,0,1,0.079,95.12,-4.86,45.51,95.17,-4.88,45.31
609,4,3,72,0,0,0,0,1,0.313,94.05,-5.56,51.06,93.89,-5.91,50.59
610,14,9,83,0,0,0,0,1,0.186,89.99,-6.15,58.58,90.04,-6.45,58.66
611,21,20,95,0,0,0,0,1,0.256,84.97,-4.85,72.14,85.12,-5.26,72.26
612,0,13,100,34,0,0,0,0,0.852,78.26,-2.5,76.49,79.45,-2.49,75.68
613,9,25,100,37,0,0,0,0,1.351,71.29,0.12,68.87,73.03,-0.08,67.62
614,16,10,58,0,0,0,0,1,0.268,90.97,-4.28,31.89,91.03,-4.62,32.15
615,19,17,61,0,0,0,0,1,0.279,88.03,-3.73,33.53,88.25,-4.02,33.38
616,25,20,66,0,0,0,0,1,0.263,85.57,-4.48,34.84,85.79,-4.57,35.42
617,40,30,78,0,0,0,0,1,0.181,78.26,-5.71,39.27,78.48,-5.8,39.07
618,54,49,92,0,0,0,0,1,0.263,67.9,-3.57,45.51,67.77,-3.22,45.42
619,55,47,100,18,0,0,0,1,0.324,62.7,-5.64,52.01,63.03,-5.8,51.65
620,21,30,100,71,0,0,0,1,0.406,52.54,-2.01,45.42,52.94,-1.89,45.22
621,25,0,20,0,0,0,0,1,0.251,92.96,-8.15,2.33,93.07,-7.98,2.1
622,43,9,30,0,0,0,0,1,0.209,84.08,-10.79,1.32,83.92,-10.58,1.27
623,58,19,41,0,0,0,0,1,0.524,77.27,-14.26,1.52,77.62,-14.69,1.99
624,76,39,59,0,0,0,0,1,0.105,64.38,-17.95,1.65,64.39,-17.8,1.68
625,87,57,72,0,0,0,0,1,0.315,52.79,-20.71,0.51,52.64,-20.58,0.14
626,96,79,86,7,0,0,0,1,0.336,37.8,-19.48,0.86,37.85,-19.89,1.19
627,100,14,62,93,0,0,0,0,1.092,19.45,-16.24,-2.53,20.97,-15.92,-2.7
628,40,0,8,0,0,0,0,1,0.126,89.07,-11.65,-9.62,89,-11.58,-9.45
629,54,1,10,0,0,0,0,1,0.119,84.33,-16.21,-14.04,84.21,-16.25,-14.19
630,69,1,15,0,0,0,0,1,0.089,78.71,-22.8,-17.82,78.8,-22.69,-17.75
631,81,8,18,0,0,0,0,1,0.357,71.06,-28.55,-24.56,71.23,-27.78,-24.35
632,96,22,28,1,0,0,0,1,0.529,57.78,-37.34,-31.89,57.21,-37.36,-32.18
633,100,0,9,52,0,0,0,0,0.884,45.93,-36.51,-33.95,46.7,-35.28,-33.06
634,100,7,0,68,0,0,0,0,1.388,38.91,-29.76,-32.62,40.35,-28.37,-31.69
635,49,0,3,0,0,0,0,1,0.14,85.9,-14.35,-16.22,86.03,-14.18,-16.19
636,60,1,3,0,0,0,0,1,0.256,82.33,-17.69,-20.17,82.59,-17.5,-20.4
637,77,1,6,0,0,0,0,1,0.277,75.13,-26,-28.59,74.84,-25.84,-28.9
638,90,1,5,0,0,0,0,1,0.158,67.78,-34.01,-37.75,67.76,-34.25,-38.19
639,99,8,8,0,0,0,0,1,0.066,59.46,-40.14,-45.2,59.44,-40.31,-45.17
640,100,1,0,21,0,0,0,0,0.67,54.41,-38.05,-46.02,54.99,-37.66,-44.81
641,100,30,0,24,0,0,0,0,1.057,48.06,-28.94,-44.67,49.1,-28.29,-44.33
642,22,6,1,0,0,0,0,1,0.054,92.72,-2.23,-6.94,92.75,-2.2,-6.96
643,33,11,0,0,0,0,0,1,0.044,88.91,-3.69,-11.28,88.89,-3.66,-11.22
644,58,26,3,0,0,0,0,1,0.37,76.66,-5.99,-21.38,76.23,-6.05,-21.76
645,74,37,7,0,0,0,0,1,0.12,67.35,-9.47,-28.23,67.22,-9.35,-28.12
646,84,47,11,0,0,0,0,1,0.28,59.84,-11.15,-32.34,59.73,-11.64,-32.32
647,98,75,27,0,0,0,0,1,0.155,40.45,-10.42,-37.91,40.38,-10.76,-38.16
648,100,76,0,68,0,0,0,0,1.543,24.43,-0.95,-33.73,26.46,-0.08,-32.16
649,14,3,0,0,0,0,0,1,0.282,95.62,-1.72,-4.86,95.65,-1.52,-4.71
650,25,10,0,0,0,0,0,1,0.129,91.45,-1.85,-8.9,91.38,-1.93,-8.81
651,50,23,1,0,0,0,0,1,0.131,80.26,-4.42,-18.62,80.24,-4.53,-18.83
652,74,42,7,0,0,0,0,1,0.348,66.1,-6.18,-28.23,65.91,-5.73,-28.29
653,96,78,28,0,0,0,0,1,0.078,40.93,-4.57,-35.79,40.99,-4.45,-35.73
654,100,78,0,52,0,0,0,0,1.416,27.31,0.19,-37.48,28.99,1.19,-37.08
655,100,84,0,68,0,0,0,0,1.686,21.55,5.12,-32.59,23.63,6.17,-31.8
656,14,2,0,0,0,0,0,1,0.261,95.87,-1.65,-4.55,95.94,-1.47,-4.42
657,33,15,0,0,0,0,0,1,0.263,88.33,-2.43,-11.83,88.45,-2.6,-11.62
658,47,23,0,0,0,0,0,1,0.192,81.56,-3.58,-18.24,81.31,-3.52,-18.32
659,74,43,0,0,0,0,0,1,0.153,66.57,-4.55,-30.75,66.54,-4.26,-30.34
660,88,64,2,0,0,0,0,1,0.219,51.86,-2.11,-39.65,51.83,-1.96,-39.99
661,100,92,1,5,0,0,0,0,1.51,28.45,13.71,-49.22,30.04,14.81,-48.86
662,100,100,0,15,0,0,0,0,0.992,22.21,26.24,-48.04,23.35,26.52,-46.8
663,2,6,0,0,0,0,0,1,0.283,96.92,2.7,-1.87,96.89,2.92,-1.86
664,7,14,0,0,0,0,0,1,0.09,93.92,4.47,-3.95,94.06,4.45,-3.94
665,34,35,4,0,0,0,0,1,0.21,81.28,7.38,-11.96,81.22,7.29,-12.16
666,60,56,16,0,0,0,0,1,0.316,66.58,8.99,-16.75,66.95,8.87,-16.67
667,79,75,28,0,0,0,0,1,0.319,51.06,10.04,-22.85,51.01,9.72,-22.74
668,87,86,36,0,0,0,0,1,0.165,41.36,13.62,-25.15,41.25,13.7,-25.47
669,97,99,58,0,0,0,0,1,0.188,25.71,17.43,-25.47,25.8,17.17,-25.34
670,3,24,0,0,0,0,0,1,0.494,91.71,10.84,-3.33,91.28,11.33,-3.44
671,6,44,1,0,0,0,0,1,0.27,84.73,20.68,-5.31,84.48,20.64,-5.64
672,12,61,4,0,0,0,0,1,0.326,76.17,32.13,-7.16,76.46,32.46,-6.82
673,18,76,6,0,0,0,0,1,0.111,67.32,44.49,-9.54,67.43,44.3,-9.46
674,32,90,8,0,0,0,0,1,0.251,56.35,54.59,-12.45,56.55,54.74,-12.11
675,35,100,5,15,0,0,0,1,0.421,45.63,63.94,-11.64,46.06,63.98,-11.51
676,0,100,7,65,0,0,0,0,1.497,36.66,57.18,-1.04,38.32,55.55,-1.51
677,4,26,0,0,0,0,0,1,0.796,90.76,11.99,-3.87,90.18,12.86,-4.14
678,6,34,1,0,0,0,0,1,0.237,88.13,14.64,-4.46,88.24,14.36,-4.55
679,9,40,0,1,0,0,0,1,0.359,85.58,17.19,-6.06,85.55,17.7,-5.91
680,30,62,6,0,0,0,0,1,0.253,71.8,27.18,-11.93,71.86,27.11,-12.34
681,49,83,21,0,0,0,0,1,0.276,57.08,37.63,-12.95,57.32,37.6,-12.62
682,63,93,35,0,0,0,0,1,0.325,45.98,42.86,-12.21,46.21,43.05,-11.79
683,63,100,47,38,0,0,0,1,0.371,34.09,43.34,-7.03,34.53,43.15,-7.09
684,3,32,1,1,0,0,0,1,0.345,88.58,14.23,-3.46,88.88,13.87,-3.58
685,11,43,6,0,0,0,0,1,0.15,83.54,19.35,-4.52,83.74,19.45,-4.48
686,25,55,11,0,0,0,0,1,0.127,75.89,22.3,-6.97,75.87,22.09,-7.03
687,41,72,23,0,0,0,0,1,0.149,64.97,28.86,-7.51,65.04,29.16,-7.49
688,56,83,33,0,0,0,0,1,0.439,54.66,33.33,-10.23,54.27,33.8,-10.11
689,72,96,49,4,0,0,0,1,0.551,39.96,40.79,-10.8,40.53,41.41,-10.79
690,58,100,39,71,0,0,0,1,0.238,27.74,34.51,-5.53,28.05,34.44,-5.53
691,2,27,9,0,0,0,0,1,0.279,90.77,11.87,0.99,90.55,12.11,0.81
692,5,40,18,0,0,0,0,1,0.083,85.61,17.06,3.58,85.61,16.94,3.61
693,18,55,29,0,0,0,0,1,0.223,77.17,22.56,5.44,77.26,22.17,5.38
