Inkname                  ,C,M,Y,K,R,G,B,InGamut,DeltaE,Lin,ain,bin,Lout,aout,bout
2716,66,44,0,0,0,0,0,1,0.209,69.01,0.6,-26.38,68.77,0.68,-26.39
2717,54,26,0,0,0,0,0,1,0.363,78.25,-4.21,-21.16,77.86,-4.19,-21.55
2718,87,66,3,0,0,0,0,1,0.056,51.68,0.67,-38.78,51.64,0.72,-38.8
2725,92,86,7,0,0,0,0,1,0.285,39.41,15.15,-41.75,39.74,15.2,-41.85
2726,94,88,6,0,0,0,0,1,0.379,36.8,14.74,-43.69,37.16,15.01,-43.8
2727,75,40,0,0,0,0,0,1,0.358,66.83,-7.61,-31.61,66.54,-7.03,-31.25
2728,98,93,7,0,0,0,0,1,0.397,31.08,15.66,-47.3,31.2,15.19,-47.16
2735,98,100,0,5,0,0,0,0,2.307,22.33,30.51,-47.48,25.34,29.23,-47.23
2736,100,100,0,9,0,0,0,0,1.37,22.18,27.32,-48.64,24.06,26.9,-48.13
2738,100,100,0,15,0,0,0,0,1.878,21.42,28.66,-47.91,23.35,26.52,-46.8
2745,100,100,0,9,0,0,0,0,1.473,22.43,28.26,-48.41,24.06,26.9,-48.13
2746,100,100,0,9,0,0,0,0,1.09,22.56,27.22,-48.54,24.06,26.9,-48.13
2747,100,97,0,15,0,0,0,0,1.149,23.58,22.91,-48.18,24.96,23.22,-46.85
2748,100,99,0,9,0,0,0,0,1.482,22.7,25.13,-48.47,24.31,26.26,-47.96
2755,100,100,0,21,0,0,0,0,0.797,21.55,26.94,-45.94,22.42,26.12,-45.56
2756,100,95,1,21,0,0,0,0,1.23,23.73,19.65,-45.43,25.28,20.24,-45.19
2757,100,89,3,37,0,0,0,0,1.752,25.02,10.32,-41.93,27.22,11.14,-40.73
2758,100,92,0,40,0,0,0,0,1.473,22.92,15.41,-41.86,24.71,16.08,-40.58
2765,100,100,0,68,0,0,0,0,0.93,17.09,17.73,-31.6,18.11,18.35,-31.09
2766,100,93,3,68,0,0,0,0,1.124,19.27,11.76,-31,20.6,12.41,-30.47
2767,100,73,2,81,0,0,0,0,2.436,19.52,-1.57,-24.72,22.82,-0.53,-23.8
2768,100,84,0,74,0,0,0,0,1.437,20.21,5.04,-29.5,22,5.86,-27.77
2905,66,7,0,0,0,0,0,1,0.4,79.2,-16.68,-25.74,78.84,-16.84,-25.19
2915,80,19,0,0,0,0,0,1,0.355,70.31,-20.86,-34.51,70.17,-20.81,-33.71
2925,92,38,0,0,0,0,0,1,0.344,58.59,-20.71,-43.41,58.37,-21.03,-42.91
2935,100,78,2,0,0,0,0,0,2.002,36.39,-2.68,-51.12,38.7,-1.59,-49.56
2945,100,76,0,0,0,0,0,0,1.986,37.44,-4.16,-51.26,39.7,-3.11,-49.99
2955,100,66,0,71,0,0,0,0,2.06,26.08,-7.7,-32.08,28.71,-7.22,-30.63
2965,100,52,0,87,0,0,0,0,2.734,19.49,-9.11,-20.57,23.11,-8.09,-18.97
2975,58,1,1,0,0,0,0,1,0.245,83.16,-16.82,-20.66,82.95,-16.8,-21.04
2985,79,2,0,0,0,0,0,0,0.668,74.42,-25.89,-34.2,73.75,-26.05,-33.2
2995,93,12,0,0,0,0,0,0,0.652,63.89,-31.17,-44.5,63.29,-30.8,-43.27
3005,100,48,0,0,0,0,0,0,2.588,47.97,-23.63,-52.43,50.37,-23.08,-49.44
3015,100,46,0,30,0,0,0,0,0.889,43.28,-21.71,-43.39,44.22,-21.25,-43.05
3025,100,17,0,78,0,0,0,0,1.085,32.22,-22.91,-27.55,33.49,-22.38,-26.73
3035,100,20,6,87,0,0,0,0,1.069,24.36,-16.99,-18.44,25.75,-16.44,-18.22
3105,75,1,21,0,0,0,0,1,0.161,75.75,-26.75,-18.24,75.83,-26.66,-17.95
3115,86,3,26,0,0,0,0,1,0.332,68.88,-35.25,-23.61,69.24,-35.28,-23.27
3125,96,7,32,0,0,0,0,0,1.094,61.51,-44.86,-28.73,60.37,-43.59,-28.77
3135,100,0,33,3,0,0,0,0,1.586,56.28,-51.16,-33,57.96,-50.12,-32.01
3145,100,0,30,37,0,0,0,0,1.179,49.36,-44.19,-28.44,50.45,-42.92,-27.68
3155,100,1,35,62,0,0,0,0,1.221,40.77,-38.31,-22.41,42.08,-37.56,-21.76
3165,100,0,35,81,0,0,0,0,1.211,31.59,-31.04,-16.96,32.7,-29.81,-15.49
3242,72,1,38,0,0,0,0,0,0.135,75.28,-28.81,-6.69,75.34,-28.94,-6.54
3245,67,1,40,0,0,0,0,1,0.16,77.68,-26.32,-2.31,77.61,-26.4,-2.11
3248,74,1,50,0,0,0,0,1,0.171,74.32,-31.15,0.18,74.44,-30.92,0.33
3252,82,2,45,0,0,0,0,1,0.345,69.79,-36.48,-9.44,69.36,-36.61,-9.36
3255,83,2,55,0,0,0,0,1,0.287,68.98,-38.66,-2.93,68.95,-37.98,-3.11
3258,81,0,55,2,0,0,0,0,0.345,70.23,-36.97,-1.17,70.6,-36.52,-1.32
3262,93,3,60,0,0,0,0,1,0.372,62.51,-48.11,-7.18,62.08,-48.29,-7.23
3265,92,4,65,0,0,0,0,1,0.134,62.23,-49.07,-2.57,62.16,-49.24,-2.76
3268,94,6,70,0,0,0,0,1,0.29,60.88,-52.07,0.48,60.66,-51.88,0.85
3272,100,3,67,0,0,0,0,1,0.359,56.16,-61.28,-8.73,56.53,-61.41,-8.61
3275,98,5,76,0,0,0,0,1,0.162,56.74,-61.51,-0.74,56.72,-61.34,-0.45
3278,100,2,79,2,0,0,0,1,0.296,55.26,-64.72,0.6,55.3,-64.65,0.03
3282,100,1,67,18,0,0,0,0,2.32,50.41,-58.99,-8.33,52.69,-57.37,-7.78
3285,100,1,72,1,0,0,0,1,0.311,56.08,-62.85,-4.98,56.33,-62.76,-4.6
3288,100,0,77,30,0,0,0,0,0.484,49.22,-59.28,0.03,49.59,-58.37,0.38
3292,100,0,64,78,0,0,0,0,1.18,32.61,-36.79,-6.45,33.76,-35.82,-5.37
3295,100,1,70,43,0,0,0,0,0.939,45.39,-52.4,-4.53,46.36,-52.02,-4.34
3298,100,13,76,57,0,0,0,1,0.261,40.3,-45.76,-0.79,40.58,-45.52,-0.8
3302,100,45,68,74,0,0,0,1,0.24,30.07,-26.07,-6.21,30.36,-25.91,-6.13
3305,100,43,72,74,0,0,0,1,0.234,30.41,-27.78,-4.18,30.66,-27.52,-4.11
3308,100,30,71,84,0,0,0,1,0.185,27.66,-25.49,-2.13,27.88,-25.35,-2.17
3375,72,1,56,0,0,0,0,1,0.169,75,-30.59,6,74.78,-30.58,5.94
3385,83,2,67,0,0,0,0,0,0.062,68.91,-41.03,8.77,68.89,-40.93,8.84
3395,94,5,85,0,0,0,0,1,0.172,59.26,-57.95,13.98,59.19,-57.43,14.05
3405,98,2,94,2,0,0,0,1,0.053,54.57,-69.09,21.55,54.54,-68.93,21.45
3415,100,40,90,10,0,0,0,1,0.369,45.79,-53.57,10.33,46.15,-53.35,10.53
3425,100,52,89,29,0,0,0,1,0.417,39.54,-42.27,6.44,40.02,-42.19,6.52
3435,100,78,93,38,0,0,0,1,0.342,30.42,-22.58,3.83,30.81,-22.39,3.99
3935,0,1,83,0,0,0,0,1,0.102,95.26,-6.24,65.96,95.28,-6.27,65.58
3945,1,1,100,0,0,0,0,1,0.064,94.05,-6.66,90.43,94.15,-6.6,90.41
3955,0,2,100,0,0,0,0,0,0.619,94.54,-5.92,93.78,94.11,-5.53,90.95
3965,0,3,100,0,0,0,0,0,0.7,94.57,-5.77,93.99,93.99,-5.29,91
3975,8,20,100,34,0,0,0,0,0.849,74.77,-2.03,71.93,75.9,-2.2,71.23
3985,0,20,100,65,0,0,0,0,1.591,60.63,-0.28,57.86,62.4,-0.28,56.24
3995,50,51,100,76,0,0,0,1,0.326,40.79,-0.86,30.49,41.14,-0.77,30.34
4485,65,70,99,70,0,0,0,1,0.574,37.08,3.4,22.12,37.17,3.94,21.94
4495,72,71,98,0,0,0,0,1,0.357,53.79,2.12,36.03,54.15,2.17,36.3
4505,66,63,90,0,0,0,0,1,0.242,59.68,0.27,33.7,59.58,0.49,33.33
4515,48,47,77,0,0,0,0,1,0.237,71.34,0.22,30.78,71.42,0,31.11
4525,32,30,65,0,0,0,0,1,0.152,80.17,-0.5,29.04,80.12,-0.67,29.06
4535,23,24,60,1,0,0,0,1,0.485,84.55,-1.06,28.57,84.27,-0.55,28.23
4545,19,21,54,0,0,0,0,1,0.624,87.13,-0.85,25.01,87.13,-1.4,24.32
4625,61,90,100,82,0,0,0,1,0.304,26.28,14.06,15.56,26.64,14.01,15.34
4635,66,82,95,0,0,0,0,1,0.468,50.75,18.19,30.62,50.86,18.15,31.49
4645,50,69,76,0,0,0,0,1,0.291,62.38,15.62,22.52,62.22,15.25,22.44
4655,40,59,66,0,0,0,0,1,0.462,69.32,13.21,21.27,68.76,13.43,21.33
4665,30,49,59,0,0,0,0,1,0.352,75.79,11.02,21.87,75.6,10.62,21.81
4675,15,32,42,1,0,0,0,1,0.374,85.2,7.76,17.07,85.44,7.41,16.81
4685,11,28,39,0,0,0,0,1,0.365,87.48,7.75,16.62,87.32,8.12,16.87
4695,85,100,99,35,0,0,0,1,0.285,28.11,18.75,11.16,28.43,18.52,11.07
4705,78,88,91,0,0,0,0,1,0.161,42.97,16.38,17.17,43.14,16.44,17.19
4715,68,81,76,0,0,0,0,1,0.177,51.64,19.4,11.3,51.66,19.4,11.05
4725,50,66,61,4,0,0,0,1,0.35,63.12,14.32,11.84,63.33,14.21,12.19
4735,40,53,54,0,0,0,0,1,0.235,71.97,10.41,13.06,71.88,10.59,13.39
4745,29,40,41,0,0,0,0,1,0.452,79.52,7.81,9.89,79.67,7.58,10.28
4755,18,32,32,0,0,0,0,1,0.229,84.79,7.31,9.09,84.86,7.09,8.96
4975,0,100,23,96,0,0,0,0,0.661,18.18,18.42,4.86,17.57,17.74,4.37
4985,73,91,78,0,0,0,0,1,0.383,44,25.88,6.66,43.88,26.61,6.94
4995,63,83,65,0,0,0,0,1,0.371,52.13,25.77,4.44,52.3,25.8,4.94
5005,52,74,56,0,0,0,0,1,0.164,59.97,22.64,5.56,60.02,22.52,5.33
5015,33,54,36,0,0,0,0,1,0.178,73.63,16.23,4.58,73.87,16.23,4.58
5025,16,43,23,0,0,0,0,1,0.064,82.5,15.68,3.42,82.47,15.77,3.44
5035,10,35,20,0,0,0,0,1,0.182,86.23,13.02,4.37,86.49,12.97,4.28
5115,79,100,55,60,0,0,0,1,0.337,25.56,25.53,-10.03,25.98,25.29,-10.06
5125,86,95,65,2,0,0,0,1,0.321,34.61,23.14,-12.38,34.51,22.66,-11.96
5135,78,87,52,0,0,0,0,1,0.19,44.93,20.19,-12.8,44.83,19.9,-12.79
5145,65,75,40,0,0,0,0,1,0.025,56.28,19.28,-9.5,56.29,19.3,-9.53
5155,41,50,18,0,0,0,0,1,0.153,74.44,12.65,-7.36,74.49,12.49,-7.43
5165,21,34,9,0,0,0,0,1,0.328,84.47,9.79,-5.46,84.38,9.49,-5.64
5175,10,26,4,5,0,0,0,1,0.632,87.7,8.44,-3.29,87.62,9.12,-3.39
5185,92,100,79,15,0,0,0,1,0.303,26.1,17.9,-8,26.49,17.78,-8.08
5195,87,93,72,1,0,0,0,1,0.424,36.35,16.92,-9.37,36.51,16.61,-9.83
5205,76,82,57,0,0,0,0,1,0.149,48.55,15.43,-7.11,48.45,15.33,-6.97
5215,50,56,32,0,0,0,0,1,0.233,69.06,11.01,-4.05,69.09,11.29,-4.04
5225,36,44,21,0,0,0,0,1,0.07,78.27,10.05,-3.81,78.36,10.08,-3.81
5235,26,34,14,0,0,0,0,1,0.155,83.18,8.1,-3.83,83.02,8.15,-3.97
5245,15,24,8,1,0,0,0,1,0.252,88.93,6.62,-2.73,88.73,6.72,-2.99
5255,100,85,0,85,0,0,0,0,1.408,17.03,5.78,-20.94,18.71,6.39,-20.14
5265,96,93,59,0,0,0,0,1,0.852,31.92,7.1,-22.66,31.86,6.33,-22.07
